WORD,OBSERVED,UNREDUC,PREC_STRESS,PREC_GRAMM_CLASS,PREC_SEG_M,PREC_SEG_P,CL_ENV,SUBJ_COMPLEXITY,NO_SYLLS,NO_WORDS,NO_PHRSE_BOUND,PRONOUN,NP,CONTEXT,SUBJ_DUR,PREC_WORD_DUR,WORDS_BTWN_HEAD_AUX,CONVO,SPEAKER,SEX,YOB,DIALECT,EDUC,LINE,NOTES,FOLLOWING_VERB,FOLLOWING_BROAD,CODER,CORPUS,YEAR_RECORDED,DATE_CODED,WORD_BEG,WORD_END,LINE_BEG,LINE_END,COMPLETE_SUBJ,PREC_WORD,FOLL_WORD
have,2,x,m,n,s,t,n,s,1,1,1,NA,NP,NA,0.3,NA,NA,sw2985B,sw_1266,F,1947,NYC,3, and uh things have changed and [vocalized-noise],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,35.49875,39.35725,things,things,changed
have,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw4559B,sw_1669,F,1954,NEW ENGLAND,2, and uh we can put like regular white paper in and they've started recycling in the school systems white paper only not yellow paper or lined paper you know just the plain white paper,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,71.26725,83.3025,they,they,started
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw2807A,sw_1255,M,1953,SOUTH MIDLAND,3, and uh we've tried all that stuff the only problem is it's so messy the cleanup from all that takes twice as long as what the cooking does,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,234.919875,244.08625,we,we,tried
have,2,x,m,n,n,t,n,s,1,1,1,NA,NP,NA,0.405375,NA,NA,sw2182B,sw_1027,F,1961,NORTH MIDLAND,2, and uh what they're willing to do and so i feel like it you know that men have gotten to be that way too they've gotten a little bit more relaxed in their thinking about,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,542.3205,553.353875,men,men,gotten
have,2,x,u,n,s,t,n,m,4,2,1,NA,NP,NA,0.79,NA,NA,sw2935A,sw_1130,F,1941,NORTHERN,3, and um the the peonies have been out for now about three weeks and the roses have been blooming for two weeks and the grass is uh this lush green and of course i've got lots of weeds in mine because_1 i don't use any poison either,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,69.842,83.381625,the peonies,peonies,been
have,2,x,m,n,s,t,n,m,3,2,1,NA,NP,NA,0.68,NA,NA,sw2935A,sw_1130,F,1941,NORTHERN,3, and um the the peonies have been out for now about three weeks and the roses have been blooming for two weeks and the grass is uh this lush green and of course i've got lots of weeds in mine because_1 i don't use any poison either,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,69.842,83.381625,the roses,roses,been
have,1,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3319A,sw_1414,F,1941,SOUTH MIDLAND,2, and we have developed a tremendous number of friends that couples do this and you know it's fun to go on vacations and things and go to golf courses,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,151.47925,160.437,we,we,developed
have,1,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3373B,sw_1399,F,1949,SOUTH MIDLAND,2, and we uh took we subscribe to CNN and we took that and we started watching a lot of those especially during the war or during any kind of thing like the earthquake and i have gotten stuck on a lot of this the news shows and the stuff that comes on that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,11.28275,22.98425,i,i,gotten
have,1,x,m,dis,n,p,NA,m,2,NA,NA,NA,other,NA,NA,NA,NA,sw2782B,sw_1064,F,1951,NORTHERN,9, and we um have been just forced to budget much more because i quit working to be home with the kids and um we just really have uh,right coding for the last 2 cols? this token probably won't matter for that in the end,NA,NA,LM,SWB,1991,firstpass,NA,NA,200.6735,210.16375,um,um,been
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3773A,sw_1436,M,1940,SOUTH MIDLAND,2, and we've lived in two houses in Richardson we moved here in seventy four [noise] and uh changed locations in seventy eight,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,21.992875,30.37525,we,we,lived
auxhave,NA,x,m,aux,a,a,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2408A,sw_1133,M,1935,SOUTH MIDLAND,2, yeah good grief may have been poisoned or something,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,299.49825,304.012875,NA,NA,NA
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw2840A,sw_1105,F,1944,NYC,3, and where we've been very fortunate but you know they had to be held accountable too i mean you know at some point a parent does help their kid but in in some ways but but you have to say at what point isn't the help becoming negative,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,492.78925,505.36425,we,we,been
have,2,x,m,n,s,t,n,e,7,5,2,NA,NP,NA,0.84,NA,NA,sw3803B,sw_1438,M,1959,NORTH MIDLAND,3, and you know their their i don't know how many millions of guns have been sold in this country but um it's not like they're gonna disappear all of a sudden,really sounds like schwa,NA,NA,LM,SWB,1991,firstpass,NA,NA,226.150375,233.559375,how many millions of guns,guns,been
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2509B,sw_1102,M,1965,SOUTH MIDLAND,2, another movie that i've seen that was pretty good was uh Sleeping with the Enemy,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,146.12125,150.5165,i,i,seen
have,3,x,m,r,t,t,n,m,4,NA,NA,NA,other,NA,NA,NA,NA,sw2684B,sw_1204,F,1951,NORTHERN,3, appease the people that have suffered,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,222.923375,226.33775,that,that,suffered
have,2,x,m,n,s,t,n,m,5,4,1,NA,NP,NA,1.03,NA,NA,sw2185B,sw_1142,M,1963,NORTHERN,2, as as far as uh major repairs you know lo[t]- a lot of little filling holes and nicks and things like that but uh the only the most major things have been uh oh,adjective?,NA,NA,LM,SWB,1991,firstpass,NA,NA,433.023375,444.315,the most major things,things,been
have,4,x,m,p,a,a,y,s,1,NA,NA,2s,pro,NA,NA,NA,NA,sw2795B,sw_1122,M,1964,SOUTH MIDLAND,9, at any given time if you've been to Washington,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,595.591375,598.894,you,you,been
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2514B,sw_1083,F,1962,SOUTHERN,2, because of how wicked they were i've been down to the pyramids and i've climbed to the top of the pyramid of the sun where they used to take a beating heart out of a young thirteen year old boy and hold it up to the sun God and that's pretty heavy duty you know [noise],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,540.231,554.996375,i,i,been
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2514B,sw_1083,F,1962,SOUTHERN,2, because of how wicked they were i've been down to the pyramids and i've climbed to the top of the pyramid of the sun where they used to take a beating heart out of a young thirteen year old boy and hold it up to the sun God and that's pretty heavy duty you know [noise],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,540.231,554.996375,i,i,climbed
have,3,x,u,n,l,t,y,s,2,1,1,NA,NP,NA,0.3135,NA,NA,sw4312A,sw_1585,M,1969,WESTERN,2, because REM really hasn't changed it's it's it's interesting they're producing uh similar music and it's good music but you know people have picked up on it,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,108.963125,118.445375,people,people,picked
have,2,x,m,n,s,t,n,m,2,2,1,NA,NP,NA,0.36,NA,NA,sw2396A,sw_1138,F,1961,SOUTH MIDLAND,2, because_1 that's hard ours our kids have gotten,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,453.243,455.86825,our kids,kids,gotten
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2245A,sw_1141,M,1962,MIXED,3, better than some of the judges i've seen,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,206.70625,208.814125,i,i,seen
have,3,x,m,v,t,t,n,e,6,6,3,NA,NP,NA,0.83,NA,NA,sw2036A,sw_1063,M,1965,NORTH MIDLAND,3, both of the ones i met have been really funny guys i don't know if that's uh ,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,246.7805,251.18175,both of the ones i met,met,been
have,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw2402A,sw_1180,F,1934,NORTH MIDLAND,2, but he finds that by going straight down the middle he usually wins about a quarter a hole because they've been in the rough on the right and then in the rough on the left,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,84.13225,94.453125,they,they,been
have,4,x,m,x,r,t,y,s,1,NA,NA,NA,other,NA,NA,NA,NA,sw4617A,sw_1197,M,1947,WESTERN,0, but i guess there have been several cases where people have been executed by mistake and you'd hate to be one of those,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,168.911,177.552,there,there,been
have,3,x,u,n,l,t,y,s,2,1,1,NA,NP,NA,0.31,NA,NA,sw4617A,sw_1197,M,1947,WESTERN,0, but i guess there have been several cases where people have been executed by mistake and you'd hate to be one of those,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,168.911,177.552,people,people,been
auxhave,NA,x,m,aux,t,t,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2476B,sw_1018,F,1962,SOUTH MIDLAND,3, for a couple of weeks when his wife had their baby now it might have been just to take care of her and the baby instead of having you know a a nurse or someone come in or whatever midwife or whatever you call it that they have for the first couple of weeks but,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,294.48175,307.152,NA,NA,NA
have,1,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2966B,sw_1155,F,1941,WESTERN,2, but i have realized most of mine uh from the TV i think has increased watching the news,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,276.61,284.162875,i,i,realized
have,2,x,m,n,s,t,n,m,4,3,1,NA,NP,NA,0.86025,NA,NA,sw4659A,sw_1437,F,1941,NORTHERN,2, but i just think our our family lives have changed drastically,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,145.03075,149.56,our family lives,lives,changed
have,3,x,u,n,s,t,n,s,3,1,1,NA,NP,NA,0.48,NA,NA,sw3830B,sw_1493,F,1945,NORTH MIDLAND,2, but i think there's a case where benefits have gotten they voted them_1 in and they got so good i mean like two dollars for a prescription no deductible on the medical all these things you know,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,271.899375,283.357625,benefits,benefits,gotten
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2986B,sw_1258,M,1956,SOUTH MIDLAND,2, but i've seen they've stepped up security quite a bit ,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,317.91925,321.287375,they,they,stepped
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3136A,sw_1320,F,1962,MIXED,1, but i've tried out in the front but like you said that that freeze that came,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,195.13,198.993875,i,i,tried
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3468B,sw_1437,F,1941,NORTHERN,2, but it's pretty i love it i've upholstered walls and made curtains and [noise],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,243.923875,248.898125,i,i,upholstered
have,2,x,u,n,s,t,n,m,4,2,1,NA,NP,NA,0.717875,NA,NA,sw3820B,sw_1488,M,1947,SOUTHERN,2, but mostly to this date uh our vacations have been more like uh anywhere where there's not too many tourists,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,98.479875,105.75225,our vacations,vacations,been
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw4249A,sw_1614,F,1963,SOUTHERN,3, but some of the houses i've seen some of the bins around some of the houses,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,177.984125,182.981875,i,i,seen
have,2,x,m,n,s,t,n,m,2,2,1,NA,NP,NA,0.55,NA,NA,sw2491B,sw_1010,M,1932,NEW ENGLAND,1, but their homes have passed on to their [vocalized-noise] their children or or to younger younger families and they don't seem to maintain it as well as the original people did uh i or or like you would or i would and perhaps its just because it's,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,272.044125,286.22525,their homes,homes,passed
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3299A,sw_1379,M,1933,NORTHERN,2, but this is the fourth one i've owned and this one i built but [noise] i'm looking at this as an investment so i hope real estate keeps climbing and it's a brand new area so it should,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,277.379,286.958625,i,i,owned
have,3,x,u,n,n,t,n,e,5,4,2,NA,NP,NA,0.55575,NA,NA,sw2741B,sw_1251,F,1945,NORTHERN,2, but uh and i think that's a reason why [vocalized-noise] a lot of women have have started to work too is because economically it's just a must,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,89.222875,96.97975,a lot of women,women,started
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3243B,sw_1171,M,1956,SOUTH MIDLAND,2, but uh and i'm trying to remember we've seen some other goods ones but uh and and then Silence of the Lambs that one kept me thinking for a month,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,64.522125,73.915375,we,we,seen
have,NA,p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2836A,sw_1255,M,1953,SOUTH MIDLAND,3, but uh right now our neighborhood is running about uh eighty percent of the homeowners have been robbed sometime during their their uh existence in that neighborhood,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,123.431875,135.30525,NA,NA,NA
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw2732B,sw_1212,M,1943,SOUTHERN,3, but uh that i see as a change and then industrially going back uh i- i think uh uh industrially we've changed i think we've come through an era of the last thirty years or so twenty ten of a uh a,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,432.052375,443.85075,we,we,changed
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw2732B,sw_1212,M,1943,SOUTHERN,3, but uh that i see as a change and then industrially going back uh i- i think uh uh industrially we've changed i think we've come through an era of the last thirty years or so twenty ten of a uh a,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,432.052375,443.85075,we,we,come
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2982A,sw_1043,F,1936,NORTH MIDLAND,1, but uh the rest of the time i've been an [laughter-Avon] lady and a [vocalized-noise] lady [laughter],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,361.804625,367.044125,i,i,been
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3612B,sw_1473,F,1932,WESTERN,2, but uh we've uh and then when we've we've been camping we floated down the Buffalo River in Idaho and done things like that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,122.292125,132.85675,we,we,uh
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3612B,sw_1473,F,1932,WESTERN,2, but uh we've uh and then when we've we've been camping we floated down the Buffalo River in Idaho and done things like that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,122.292125,132.85675,we,we,we've
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3612B,sw_1473,F,1932,WESTERN,2, but uh we've uh and then when we've we've been camping we floated down the Buffalo River in Idaho and done things like that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,122.292125,132.85675,we,we,been
auxhave,NA,x,m,aux,t,t,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2536A,sw_1151,M,1953,SOUTHERN,3, oh you should have used it you wouldn't have been liable for the payment,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,172.34825,175.4775,NA,NA,NA
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3827A,sw_1462,M,1961,WESTERN,3, but um since we've moved to Iowa now um we don't have as many facilities like that um,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,39.8955,47.88075,we,we,moved
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw4194B,sw_1581,M,1944,SOUTH MIDLAND,2, but we've even recovered from that and so i guess our budget is mostly in our head,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,72.71825,77.783,we,we,even
have,5,x,m,r,t,t,n,m,5,NA,NA,NA,other,NA,NA,NA,NA,sw3879B,sw_1490,M,1950,NORTH MIDLAND,3, call for the release of the documents that have been sealed,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,192.8425,197.314625,that,that,been
have,2,x,s,n,s,t,n,s,2,1,1,NA,NP,NA,0.41,NA,NA,sw2923A,sw_1059,M,1963,SOUTH MIDLAND,2, CD's have taken over,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,431.51925,434.249875,CD's,CD's,taken
have,3,x,m,n,s,t,n,e,13,9,3,NA,NP,NA,2.76,NA,NA,sw2784A,sw_1257,M,1933,NYC,3, cost uh defense items at least in the last ten years have been uh there's been and extraordinary amount of,adjective?,NA,NA,LM,SWB,1991,firstpass,NA,NA,45.77025,53.282875,defense items at least in the last ten years,years,been
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3774A,sw_1148,F,1959,SOUTH MIDLAND,3, crime but um we've been real lucky that no one in my family with the anywhere that they live has had been a victim of you know a serious crime,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,150.095125,159.794375,we,we,been
auxhave,NA,x,m,aux,t,t,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2561A,sw_1235,F,1957,NYC,3, been better or i- i- s[ay]- say cousin's like my grandmother's [laughter-cousin] but i had been really close to her and in some ways i think for her might have even been better because_1 she used to live in ,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,205.193625,213.528125,NA,NA,NA
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3079B,sw_1280,F,1958,NYC,3, decide how much you want and and i think uh uh i've noticed that however much money you have you can spend that much ,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,335.734625,345.5425,i,i,noticed
auxhave,NA,x,m,aux,t,t,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2612A,sw_1151,M,1953,SOUTHERN,3, i uh it just astounded me i mean he must have been so sure of winning that it didn't make any difference,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,541.6,548.7085,NA,NA,NA
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw4445B,sw_1649,M,1951,NORTH MIDLAND,2, does does Dallas s[its]- sit in any kind of uh uh i've been there but i don't remember if you sit in any kind of a trough that uh where you get temperature inversions that that capture air pollutants or anything like that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,135.74825,148.75325,i,i,been
auxhave,NA,x,m,aux,a,a,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2613B,sw_1041,M,1936,MIXED,3, well it may have been uh the fact we had this early season warm spell,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,391.082125,396.242125,NA,NA,NA
have,4,x,m,p,a,a,y,s,1,NA,NA,2s,pro,NA,NA,NA,NA,sw4225A,sw_1604,M,1963,NORTHERN,2, does it depend on how many years you've been there,didn't actually hear aux,NA,NA,LM,SWB,1991,firstpass,NA,NA,204.832125,207.413,you,you,been
auxhave,NA,x,m,aux,t,t,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2619A,sw_1110,M,1961,WESTERN,3, you know but that must have been tremendously difficult to orchestrate um,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,277.367375,283.09925,NA,NA,NA
have,NA,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2282B,sw_1149,F,1954,NORTH MIDLAND,2, either have i and i'm one of these people who votes regularly and i'm always registered wherever i've lived and i have never been called,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,338.7535,346.255375,NA,NA,NA
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2282B,sw_1149,F,1954,NORTH MIDLAND,2, either have i and i'm one of these people who votes regularly and i'm always registered wherever i've lived and i have never been called,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,338.7535,346.255375,i,i,lived
have,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw3241A,sw_1175,F,1956,WESTERN,9, especially when they've been such a,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,260.39175,262.696875,they,they,been
have,2,x,u,n,n,k,n,e,7,5,2,NA,NP,NA,1.4315,NA,NA,sw2855A,sw_1255,M,1953,SOUTH MIDLAND,3, even my desires for camping have changed uh used to be from roughing it and sleeping outside to now to t[o]- tents and motor homes and things like that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,38.813875,47.674125,even my desires for camping,camping,changed
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3623A,sw_1449,M,1969,SOUTH MIDLAND,2, ever since then i've decided that it's if i'm gonna make a purchase i i make it and have the check written out at within the next week,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,29.212875,35.995375,i,i,decided
have,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw2435B,sw_1106,F,1964,SOUTH MIDLAND,2, every movie and she uh she does really good we've taken her from real young and she does real good like i said we don't take her to R's so [noise] if and when we ever get a babysitter like we did with Silence of the [laughter-Lambs] [laughter-we] [laughter-go] see it [laughter],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,146.59575,161.350875,we,we,taken
have,1,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2039A,sw_1101,M,1939,SOUTH MIDLAND,3, every night this week so i have concentrated on watching James Bond movies [laughter] this [laughter-week] [laughter],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,118.68575,127.692,i,i,concentrated
have,2,x,u,n,l,t,y,e,5,4,2,NA,NP,NA,0.7,NA,NA,sw2028A,sw_1086,F,1965,SOUTHERN,2, everything blooming and and the weather and uh think a lot of people have contracted uh spring fever,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,77.4975,85.818125,a lot of people,people,contracted
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3552A,sw_1359,M,1952,SOUTHERN,2, exactly yeah and and uh what i i i am kind of i've got a real nice stereo system that i've invested too much money in and you know all the latest gadgets and but i do enjoy good music,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,89.39725,102.156375,i,i,got
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3552A,sw_1359,M,1952,SOUTHERN,2, exactly yeah and and uh what i i i am kind of i've got a real nice stereo system that i've invested too much money in and you know all the latest gadgets and but i do enjoy good music,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,89.39725,102.156375,i,i,invested
have,2,x,u,n,s,t,n,e,14,8,3,NA,NP,NA,3.05375,NA,NA,sw2378B,sw_1102,M,1965,SOUTH MIDLAND,2, exactly yeah just e[conomic]- overall economic uh times around here in Texas have been tough,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,202.481125,209.781875,overall economic uh times around here in Texas,Texas,been
have,2,x,u,n,s,t,n,m,4,2,1,NA,NP,NA,1.14,NA,NA,sw2538A,sw_1181,M,1958,SOUTH MIDLAND,2, far as Roosevelt and say that the social programs have certainly gone up and only economics have caused a few cutbacks but still the desire seems to be that the government s[ay]-,adjective?,NA,NA,LM,SWB,1991,firstpass,NA,NA,136.0125,146.48425,only economics,economics,caused
have,1,x,u,n,l,t,y,m,3,2,1,NA,NP,NA,0.67,NA,NA,sw2051B,sw_1051,M,1954,SOUTH MIDLAND,2, feel at some later date that these people have learned their lesson are are okay you know well they can free them,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,253.26725,260.16,these people,people,learned
have,2,x,u,n,s,t,n,e,6,5,2,NA,NP,NA,0.82,NA,NA,sw2978A,sw_1264,F,1943,SOUTH MIDLAND,2, for farming and for construction and things a lot of the forests have been cut down and then of course you know they bulldozed a bunch of forest when they dug out the [laughter-reservoir] [laughter] [laughter-moisture] [noise],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,193.583,205.868375,a lot of the forests,forests,been
have,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw2944B,sw_1260,F,1953,NORTH MIDLAND,2, for money or whatever um they've they've been going through a lot of bad publicity here in the last three or four months again um because they've been arresting people like that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,510.676875,520.441,they,they,been
have,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw2944B,sw_1260,F,1953,NORTH MIDLAND,2, for money or whatever um they've they've been going through a lot of bad publicity here in the last three or four months again um because they've been arresting people like that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,510.676875,520.441,they,they,been
have,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw3622A,sw_1458,M,1948,NYC,3, free market it worked well all all our cats have been uh have been neutered or spayed or what have you our white cat has,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,74.60875,83.894875,NA,NA,NA
have,2,x,m,n,s,t,n,m,3,3,2,NA,NP,NA,0.59,NA,NA,sw3622A,sw_1458,M,1948,NYC,3, free market it worked well all all our cats have been uh have been neutered or spayed or what have you our white cat has,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,74.60875,83.894875,all our cats,cats,been
have,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2258B,sw_1102,M,1965,SOUTH MIDLAND,2, gotten one at home huh yeah i've gotten about three i guess,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,559.864125,563.606125,i,i,gotten
auxhave,NA,x,m,aux,t,t,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2692A,sw_1104,M,1938,NYC,3, very gingerly because if you you know pull on that and i've always done that as a kid you know just yanked on it and they must have been stronger and heavier copper at the time,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,458.13325,468.040375,NA,NA,NA
have,NA,p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2243A,sw_1151,M,1953,SOUTHERN,3, grading systems have changed over the last few years that's primarily what got me out of it,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,364.70675,371.679,NA,NA,NA
have,2,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2470A,sw_1119,M,1946,MIXED,3, guess that i have gotten to the point where if if i didn't have the personal computer,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,270.416,275.87275,i,i,gotten
have,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw3346A,sw_1043,F,1936,NORTH MIDLAND,1, have received sentences in jail they have uh some of them are going out and doing uh they have to go out and do public service activities which to me is is good,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,136.289875,147.994625,NA,NA,NA
have,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw2969B,sw_1149,F,1954,NORTH MIDLAND,2, have you had is this the first year they have been up,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,180.557375,183.311,they,they,been
