WORD,OBSERVED,UNREDUC,PREC_STRESS,PREC_GRAMM_CLASS,PREC_SEG_M,PREC_SEG_P,CL_ENV,SUBJ_COMPLEXITY,NO_SYLLS,NO_WORDS,NO_PHRSE_BOUND,PRONOUN,NP,CONTEXT,SUBJ_DUR,PREC_WORD_DUR,WORDS_BTWN_HEAD_AUX,CONVO,SPEAKER,SEX,YOB,DIALECT,EDUC,LINE,NOTES,FOLLOWING_VERB,FOLLOWING_BROAD,CODER,CORPUS,YEAR_RECORDED,DATE_CODED,WORD_BEG,WORD_END,LINE_BEG,LINE_END,COMPLETE_SUBJ,PREC_WORD,FOLL_WORD,SUBJ_PARSE,SUBJ_DEPTH,FULL_PARSE
is,1,x,m,n,n,k,y,m,6,3,1,NA,NP,n,0.69,NA,0,sw2876.mrg,sw_1057,F,1963,NORTH MIDLAND,2, yeah now an additional thing is um where i work,adjective?,NA,NA,LM,SWB,1991,firstpass,NA,NA,118.177,121.240125,an additional thing,thing,um,(NP-SBJ (DT an) (JJ additional) (NN thing)),3,"(S
  (INTJ (RB now))
  (NP-SBJ (DT an) (JJ additional) (NN thing))
  (VP-UNF (VBZ is) (, ,) (INTJ (UH uh)))
  (, ,)
  (-DFL- N_S))"
is,4,x,m,n,a,a,y,m,2,2,1,NA,NP,l,0.27,NA,0,sw3041.mrg,sw_1229,F,1950,NORTHERN,3, when the shoe is on the other foot and see how it,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,63.607375,67.152,the shoe,shoe,on,(NP-SBJ (DT the) (NN shoe)),3,"(X
  (SBAR-TMP
    (WHADVP-1 (WRB When))
    (S
      (NP-SBJ (DT the) (NN shoe))
      (VP
        (VBZ is)
        (PP-PRD (IN on) (NP (DT the) (JJ other) (NN foot)))
        (ADVP-TMP (-NONE- *T*-1)))))
  (CC and)
  (VP (VB see) (SBAR (WHADVP (WRB how)) (S-UNF (NP-SBJ (PRP it)))))
  (, ,)
  (-DFL- N_S))"
is,1,x,u,n,t,k,y,m,7,5,2,NA,NP,n,1.347375,NA,2,sw3152.mrg,sw_1290,F,1952,NORTHERN,3, well my favorite type of music is classical music and uh i i enjoy orchestral classical music and i enjoy classical guitar and classical piano,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,0.517625,11.93525,my favorite type of music,music,classical,"(NP-SBJ
  (NP (PRP$ my) (JJ favorite) (NN type))
  (PP (IN of) (NP (NN music))))",5,"(S
  (INTJ (UH Well))
  (, ,)
  (NP-SBJ
    (NP (PRP$ my) (JJ favorite) (NN type))
    (PP (IN of) (NP (NN music))))
  (VP (VBZ is) (NP-PRD (JJ classical) (NN music)))
  (, ,)
  (-DFL- E_S))"
is,2,x,m,n,s,t,n,e,13,11,4,NA,NP,a,3.805,NA,9,sw3154.mrg,sw_1290,F,1952,NORTHERN,3,[LM: to see stacks and stacks of newspapers] just to the trash is just amazing so uh,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,184.865125,188.46225,to see stacks and stacks of newspapers just to the trash,trash,just,"(VP
  (TO To)
  (VP
    (VB see)
    (NP
      (NP (NNS stacks) (CC and) (NNS stacks))
      (PP (IN of) (NP (NNS newspapers))))
    (X (ADVP (RB just)) (PP-DIR (IN to) (NP (DT the) (NN trash))))))",7,"(S
  (S-SBJ
    (ADVP (RB Just))
    (, ,)
    (NP-SBJ (-NONE- *))
    (VP
      (TO To)
      (VP
        (VB see)
        (NP
          (NP (NNS stacks) (CC and) (NNS stacks))
          (PP (IN of) (NP (NNS newspapers))))
        (X
          (ADVP (RB just))
          (PP-DIR (IN to) (NP (DT the) (NN trash)))))))
  (VP (VBZ is) (ADJP-PRD (RB just) (JJ amazing)))
  (. .)
  (-DFL- E_S))"
will,3,x,m,n,t,t,n,e,7,4,2,NA,NP,NA,1.197625,NA,NA,sw2710.mrg,sw_1156,F,1946,SOUTHERN,2, [laughter] well they they do that a lot if you have good credit and you have been paying your bills on time everybody in the world will offer you a a credit card,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,198.00625,208.2415,everybody in the world,world,offer,NA,NA,"(S
  (INTJ (UH Well))
  (, ,)
  (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP they)) (, ,) (IP (-DFL- \+)))
  (NP-SBJ (PRP they))
  (RS (-DFL- \]))
  (VP
    (VBP do)
    (NP (DT that))
    (NP-ADV (DT a) (NN lot))
    (SBAR-ADV
      (IN if)
      (S
        (S
          (NP-SBJ (PRP you))
          (VP (VBP have) (NP (JJ good) (NN credit))))
        (CC and)
        (S
          (NP-SBJ (PRP you))
          (VP
            (VBP have)
            (VP
              (VBN been)
              (VP
                (VBG paying)
                (NP (PRP$ your) (NNS bills))
                (PP-TMP (IN on) (NP (NN time))))))))))
  (. .)
  (-DFL- E_S))"
will,3,x,m,n,s,t,n,m,3,2,1,NA,NP,NA,0.49,NA,NA,sw2617.mrg,sw_1005,F,1956,WESTERN,2, and i don't think the US will stand for it i don't think he would do that uh i think we learned too much,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,179.757,186.279625,the US,US,stand,NA,NA,"(S
  (CC And)
  (NP-SBJ (PRP I))
  (VP
    (VBP do)
    (RB n't)
    (VP
      (VB think)
      (SBAR
        (-NONE- 0)
        (S
          (NP-SBJ (DT the) (NNP U) (NNP S))
          (VP (MD will) (VP (VB stand) (PP (IN for) (NP (PRP it)))))))))
  (. .)
  (-DFL- E_S))"
will,1,x,u,n,n,t,n,m,3,2,1,NA,NP,NA,0.44,NA,NA,sw2120.mrg,sw_1123,F,1956,SOUTH MIDLAND,3, and i you know we we keep saying oh yes we feel someday a woman will be president,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,24.169625,30.6305,a woman,woman,be,(NP-SBJ (DT a) (NN woman)),3,"(S
  (CC and)
  (EDITED
    (RM (-DFL- \[))
    (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+)))
    (S-UNF
      (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,))
      (NP-SBJ (PRP we)))
    (, ,)
    (RS (-DFL- \]))
    (IP (-DFL- \+)))
  (NP-SBJ-1 (PRP we))
  (RS (-DFL- \]))
  (VP
    (VBP keep)
    (S
      (NP-SBJ (-NONE- *-1))
      (VP
        (VBG saying)
        (S-SEZ
          (INTJ (UH oh))
          (INTJ (UH yes))
          (, ,)
          (NP-SBJ (PRP we))
          (VP
            (VBP feel)
            (SBAR
              (-NONE- 0)
              (S
                (NP-TMP (DT some) (NN day))
                (NP-SBJ (DT a) (NN woman))
                (VP (MD will) (VP (VB be) (NP-PRD (NN president)))))))))))
  (. .)
  (-DFL- E_S))"
will,2,x,m,n,s,t,n,e,4,4,2,NA,NP,NA,0.607875,NA,NA,sw3776.mrg,sw_1490,M,1950,NORTH MIDLAND,3, and my feeling is that uh those kinds of things will solve the problem eventually i don't know what form it'll ultimately take,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,174.103625,183.104125,those kinds of things,things,solve,(NP-SBJ (NP (DT those) (NNS kinds)) (PP (IN of) (NP (NNS things)))),5,"(S
  (CC And)
  (, ,)
  (NP-SBJ (PRP$ my) (NN feeling))
  (VP
    (VBZ is)
    (SBAR-PRD
      (IN that)
      (, ,)
      (INTJ (UH uh))
      (, ,)
      (S
        (NP-SBJ
          (NP (DT those) (NNS kinds))
          (PP (IN of) (NP (NNS things))))
        (VP
          (MD will)
          (VP
            (VB solve)
            (NP (DT the) (NN problem))
            (ADVP-TMP (RB eventually)))))))
  (. .)
  (-DFL- E_S))"
will,2,x,u,e,n,t,n,s,2,4,2,NA,NP,NA,0.54,NA,NA,sw3720.mrg,sw_1367,F,1955,NYC,2, and um now this weekend we'll have a baby sitter come and uh my husband and i will go out to dinner and come home and um probably not too late may[be]- maybe Brian will still be up and,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,111.151875,122.354125,my husband and i,I,go,(NP-SBJ (NP (PRP$ my) (NN husband)) (CC and) (NP (PRP I))),4,"(S
  (CC and)
  (, ,)
  (INTJ (UH uh))
  (, ,)
  (NP-SBJ (NP (PRP$ my) (NN husband)) (CC and) (NP (PRP I)))
  (VP
    (MD will)
    (VP
      (VP (VB go) (PP-DIR (IN out) (PP (IN to) (NP (NN dinner)))))
      (CC and)
      (VP
        (VB come)
        (ADVP-DIR (NN home))
        (EDITED
          (RM (-DFL- \[))
          (CC and)
          (, ,)
          (IP (-DFL- \+))
          (RS (-DFL- \])))
        (INTJ (UH um))
        (, ,)
        (ADVP (RB probably))
        (ADVP-TMP (RB not) (RB too) (JJ late)))))
  (. .)
  (-DFL- E_S))"
will,3,x,u,n,n,t,n,m,3,2,1,NA,NP,NA,0.618625,NA,NA,sw3411.mrg,sw_1420,M,1966,NORTH MIDLAND,2, at such a rate of speed the e[ngine]- the engine will actually drop,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,123.488625,128.152625,the engine,engine,actually,NA,NA,"(S
  (CC but)
  (PP (IN of) (NP (NN course)))
  (SBAR-ADV
    (IN if)
    (S (NP-SBJ (PRP I)) (VP (VBP have) (NP (DT a) (NN choice)))))
  (NP-SBJ (PRP I))
  (VP
    (MD 'd)
    (ADVP-TMP (RB still))
    (VP (VB have) (NP (DT the) (NNP Cadillac))))
  (-DFL- E_S))"
will,3,x,m,n,s,t,n,s,3,2,1,NA,NP,NA,0.72,NA,NA,sw2229.mrg,sw_1139,M,1956,NORTHERN,2, but uh that gets old too in a very short order i'm i'm hoping that this uh solo flex will uh,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,197.53025,203.91125,solo flex,flex,uh,NA,NA,"(S
  (CC But)
  (, ,)
  (INTJ (UH uh))
  (, ,)
  (NP-SBJ (DT that))
  (VP
    (VBZ gets)
    (ADJP-PRD (JJ old))
    (ADVP (RB too))
    (PP (IN in) (NP (DT a) (ADJP (RB very) (JJ short)) (NN order))))
  (, ,)
  (-DFL- E_S))"
will,3,x,m,n,n,t,n,e,6,4,2,NA,NP,NA,0.88,NA,NA,sw2121.mrg,sw_1121,M,1937,NEW ENGLAND,2, don't say that too loud though because_1 uh every city and town will have a meter on your [laughter] [laughter-tailpipe] generate [noise] generate revenue,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,479.857625,489.109875,every city and town,town,have,(NP-SBJ (DT every) (NN city) (CC and) (NN town)),3,"(S-IMP
  (NP-SBJ (-NONE- *))
  (VP
    (VB do)
    (RB n't)
    (VP
      (VB say)
      (NP (DT that))
      (ADVP-MNR (RB too) (RB loud))
      (ADVP (RB though))
      (SBAR-PRP
        (IN because)
        (, ,)
        (INTJ (UH uh))
        (, ,)
        (S
          (NP-SBJ (DT every) (NN city) (CC and) (NN town))
          (VP
            (MD will)
            (VP
              (VB have)
              (NP
                (NP (DT a) (NN meter))
                (PP-LOC (IN on) (NP (PRP$ your) (NN tail) (NN pipe)))
                (EDITED
                  (RM (-DFL- \[))
                  (VP-UNF (VBG generating))
                  (IP (-DFL- \+)))
                (VP
                  (VBG generating)
                  (RS (-DFL- \]))
                  (NP (NN revenue))))))))))
  (, ,)
  (-DFL- E_S))"
will,3,x,m,n,s,t,n,m,2,2,1,NA,NP,NA,0.49,NA,NA,sw2072.mrg,sw_1061,M,1957,SOUTH MIDLAND,2, especially_1 if your spouse will get in there with you and get dirty yeah,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,155.36375,158.644125,your spouse,spouse,get,(NP-SBJ (PRP$ your) (NN spouse)),3,"(SBAR-ADV
  (ADVP (RB Especially))
  (IN if)
  (S
    (NP-SBJ (PRP$ your) (NN spouse))
    (VP
      (MD will)
      (VP
        (VP
          (VB get)
          (PP (IN in) (ADVP (RB there)))
          (PP (IN with) (NP (PRP you))))
        (CC and)
        (VP (VB get) (ADJP-PRD (JJ dirty))))))
  (, ,)
  (-DFL- E_S))"
will,3,x,u,n,l,t,n,s,2,1,1,NA,NP,NA,0.25,NA,NA,sw2018.mrg,sw_1044,F,1962,SOUTH MIDLAND,1, hopefully the next generation it won't even be an issue i mean people will just look at you as a person and not as a man or a woman i think that would be the best goal,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,104.408375,113.991,people,people,just,(NP-SBJ (NNS people)),3,"(S
  (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean))))
  (NP-SBJ (NNS people))
  (VP
    (MD will)
    (ADVP (RB just))
    (VP
      (VB look)
      (PP (IN at) (NP (PRP you)))
      (PP
        (PP (IN as) (NP (DT a) (NN person)))
        (CC and)
        (RB not)
        (PP
          (IN as)
          (NP (NP (DT a) (NN man)) (CC or) (NP (DT a) (NN woman)))))))
  (, ,)
  (-DFL- E_S))"
will,2,x,m,n,a,a,y,m,2,2,1,NA,NP,NA,0.4,NA,NA,sw2589.mrg,sw_1093,F,1960,NORTH MIDLAND,2, i mean i i think i wouldn't mind if a teacher spanked my child but you know that's just my personal opinion and that's not going to i mean i don't think that law will ever change,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,546.86475,557.41425,that law,law,ever,NA,NA,"(S
  (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean))) (, ,))
  (SBAR-ADV
    (IN if)
    (S
      (NP-SBJ (DT a) (NN child))
      (VP
        (VBZ has)
        (, ,)
        (INTJ (UH uh))
        (, ,)
        (NP (NN claustrophobia)))))
  (PRN (, ,) (S (NP-SBJ (PRP I)) (VP (VBP mean))) (, ,))
  (NP-SBJ-1 (DT that))
  (VP
    (BES 's)
    (ADVP (RB just))
    (VP
      (VBG going)
      (S
        (NP-SBJ (-NONE- *-1))
        (VP (TO to) (VP (VB terrify) (NP (PRP him)))))
      (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))))
  (-DFL- E_S))"
will,2,x,u,n,a,a,y,e,10,6,2,NA,NP,NA,1.43,NA,NA,sw2041.mrg,sw_1110,M,1961,WESTERN,3, it is in the urban areas yes most for example most restaurants in an urban area will have a little vegetarian section now,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,537.36675,544.49075,most restaurants in an urban area,area,have,"(NP-SBJ
  (NP (JJS most) (RS (-DFL- \])) (NNS restaurants))
  (PP-LOC (IN in) (NP (DT an) (JJ urban) (NN area))))",5,"(S
  (EDITED (RM (-DFL- \[)) (NP-UNF (JJS Most)) (, ,) (IP (-DFL- \+)))
  (PP (IN for) (NP (NN example)))
  (NP-SBJ
    (NP (JJS most) (RS (-DFL- \])) (NNS restaurants))
    (PP-LOC (IN in) (NP (DT an) (JJ urban) (NN area))))
  (VP
    (MD will)
    (VP
      (VB have)
      (NP (DT a) (JJ little) (NN vegetarian) (NN section))
      (ADVP-TMP (RB now))))
  (. .)
  (-DFL- E_S))"
will,3,x,u,n,s,t,n,m,3,2,1,NA,NP,NA,0.5,NA,NA,sw2078.mrg,sw_1027,F,1961,NORTH MIDLAND,2, let's see but i think i think the Rangers need to go and i think the Pirates will go,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,85.0985,90.390375,the Pirates,Pirates,go,NA,NA,"(S
  (CC but)
  (EDITED
    (RM (-DFL- \[))
    (S (NP-SBJ (PRP I)) (VP-UNF (VBP think)))
    (, ,)
    (IP (-DFL- \+)))
  (NP-SBJ (PRP I))
  (VP
    (VBP think)
    (RS (-DFL- \]))
    (SBAR
      (-NONE- 0)
      (S
        (NP-SBJ-1 (DT the) (NNPS Rangers))
        (VP
          (VBP need)
          (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB go))))))))
  (-DFL- E_S))"
will,3,x,m,n,s,t,n,s,2,1,1,NA,NP,NA,0.48,NA,NA,sw2131.mrg,sw_1126,F,1963,SOUTH MIDLAND,2, no neither are tapes i- i- i buy we buy cassette tapes and machines will eat them_1 y[ou]- d[id]- so you're best bet any d[ay]- anymo[re]- these days is a compact disk those things are practically indestructible [laughter] [noise],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,535.006625,549.172,machines,machines,eat,NA,NA,"(S
  (CONJP (CC and) (RB so))
  (, ,)
  (NP-SBJ (DT the) (JJS best) (NN bet))
  (, ,)
  (EDITED
    (RM (-DFL- \[))
    (EDITED
      (RM (-DFL- \[))
      (ADVP-TMP-UNF (^RB any))
      (, ,)
      (IP (-DFL- \+)))
    (ADVP-TMP-UNF (RB anymo-))
    (, ,)
    (RS (-DFL- \]))
    (IP (-DFL- \+)))
  (NP-TMP (DT these) (NNS days))
  (RS (-DFL- \]))
  (VP (VBP are) (NP-PRD (JJ compact) (NN disk)))
  (, ,)
  (-DFL- E_S))"
will,1,x,u,n,l,t,n,s,2,1,1,NA,NP,NA,0.26,NA,NA,sw4346.mrg,sw_1540,M,1963,NORTHERN,2, of of competency almost would be to expand the size of school districts so you get a wider variety of people and the the problem with that is then then then people will either the rich people will either pull their kids out of the public school and put them in private schools,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,144.652125,157.894375,people,people,either,(NP-SBJ (NNS people)),3,"(S
  (CC and)
  (EDITED
    (RM (-DFL- \[))
    (NP-SBJ-UNF (DT the))
    (, ,)
    (IP (-DFL- \+)))
  (NP-SBJ
    (NP (DT the) (RS (-DFL- \])) (NN problem))
    (PP (IN with) (NP (DT that))))
  (VP
    (VBZ is)
    (SBAR-PRD
      (-NONE- 0)
      (S
        (EDITED
          (RM (-DFL- \[))
          (EDITED
            (RM (-DFL- \[))
            (ADVP-TMP (RB then))
            (, ,)
            (IP (-DFL- \+)))
          (ADVP-TMP (RB then))
          (, ,)
          (RS (-DFL- \]))
          (IP (-DFL- \+)))
        (ADVP-TMP (RB then))
        (RS (-DFL- \]))
        (S
          (EDITED
            (RM (-DFL- \[))
            (S (NP-SBJ (NNS people)) (VP-UNF (MD will) (CC either)))
            (, ,)
            (IP (-DFL- \+)))
          (NP-SBJ (DT the) (JJ rich) (NNS people))
          (VP
            (MD will)
            (CC either)
            (RS (-DFL- \]))
            (VP
              (VP
                (VB pull)
                (NP (PRP$ their) (NNS kids))
                (PP
                  (IN out)
                  (PP (IN of) (NP (DT the) (JJ public) (NN school)))))
              (CC and)
              (VP
                (VB put)
                (NP (PRP them))
                (PP-PUT (IN in) (NP (JJ private) (NNS schools)))))))
        (CC or)
        (S
          (NP-SBJ-1 (PRP they))
          (VP
            (MD 'll)
            (VP
              (VB move)
              (ADVP-DIR (RB farther) (RB away))
              (S-PRP
                (NP-SBJ (-NONE- *-1))
                (VP
                  (TO to)
                  (VP (VB get) (NP-PRD (JJR better) (NNS schools)))))))))))
  (. .)
  (-DFL- E_S))"
will,2,x,m,n,s,t,n,s,4,2,1,NA,NP,NA,1.12,NA,NA,sw2187.mrg,sw_1214,F,1960,NEW ENGLAND,2, oh yeah it's amazing how vegetables trays will go at a party,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,87.668,92.208125,vegetables trays,trays,go,(NP-SBJ (NNS vegetables) (NNS trays)),3,"(S
  (NP-SBJ (NP (PRP it)) (SBAR (-NONE- *EXP*-2)))
  (VP
    (BES 's)
    (ADJP-PRD (JJ amazing))
    (SBAR-2
      (WHADVP-1 (WRB how))
      (S
        (NP-SBJ (NNS vegetables) (NNS trays))
        (VP
          (MD will)
          (VP
            (VB go)
            (PP (IN at) (NP (DT a) (NN party)))
            (ADVP-MNR (-NONE- *T*-1)))))))
  (. .)
  (-DFL- E_S))"
will,2,x,u,n,s,t,n,e,14,7,1,NA,NP,NA,1.809875,NA,NA,sw4008.mrg,sw_1531,M,1967,NORTHERN,2, other language or are they based are are they based like a lot of the um i know a lot of the the English as a second language classes will have people from all sorts of you know parts of the world,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,129.769625,139.487125,the English as a second language classes,classes,have,"(NP
  (DT the)
  (RS (-DFL- \]))
  (NAC
    (NNP English)
    (PP (IN as) (NP (DT a) (JJ second) (NN language))))
  (NNS classes))",6,"(S
  (INTJ (UH like))
  (EDITED
    (RM (-DFL- \[))
    (NP-SBJ (NP (DT a) (NN lot)) (PP (IN of) (NP-UNF (DT the))))
    (, ,)
    (IP (-DFL- \+)))
  (INTJ (UH um))
  (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,))
  (NP-SBJ
    (NP (DT a) (NN lot))
    (PP
      (IN of)
      (NP
        (DT the)
        (RS (-DFL- \]))
        (NAC
          (NNP English)
          (PP (IN as) (NP (DT a) (JJ second) (NN language))))
        (NNS classes))))
  (VP
    (MD will)
    (VP
      (VB have)
      (NP
        (NP (NNS people))
        (PP
          (IN from)
          (NP
            (NP (DT all) (NNS sorts))
            (PP
              (IN of)
              (PRN
                (, ,)
                (S (NP-SBJ (PRP you)) (VP (VBP know)))
                (, ,))
              (NP
                (NP (NNS parts))
                (PP (IN of) (NP (DT the) (NN world))))))))))
  (, ,)
  (-DFL- E_S))"
will,2,x,u,n,n,t,n,e,5,4,2,NA,NP,NA,0.81,NA,NA,sw2124.mrg,sw_1026,F,1957,SOUTHERN,2, really really like a lot of women will turn down dessert if it's too rich simply because they don't want the extra calories so i think dessert is the only thing that i kind of down play sometimes,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,191.462125,201.8705,a lot of women,women,turn,(NP-SBJ (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS women)))),5,"(S
  (INTJ (UH like))
  (NP-SBJ (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS women))))
  (VP
    (MD will)
    (VP
      (VB turn)
      (PRT (RP down))
      (NP (NN dessert))
      (SBAR-ADV
        (IN if)
        (S
          (NP-SBJ (PRP it))
          (VP (BES 's) (ADJP-PRD (RB too) (JJ rich)))))
      (SBAR-PRP
        (ADVP (RB simply))
        (IN because)
        (S
          (NP-SBJ (PRP they))
          (VP
            (VBP do)
            (RB n't)
            (VP (VB want) (NP (DT the) (JJ extra) (NNS calories))))))))
  (, ,)
  (-DFL- E_S))"
will,2,x,u,n,l,t,n,s,2,1,1,NA,NP,NA,0.21,NA,NA,sw3450.mrg,sw_1428,M,1971,SOUTHERN,2, right i've noticed people doing that down here too i'll be in town or something and people will walk around the mall,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,175.874625,181.75125,people,people,walk,(NP-SBJ (NNS people)),3,"(S
  (NP-SBJ (PRP I))
  (VP
    (VBP 've)
    (VP
      (VBN noticed)
      (S
        (NP-SBJ (NNS people))
        (VP
          (VBG doing)
          (NP (IN that))
          (PP-LOC (IN down) (ADVP (RB here)))))
      (, ,)
      (ADVP (RB too))))
  (. .)
  (-DFL- E_S))"
will,3,x,m,n,n,t,n,m,2,2,1,NA,NP,NA,0.33,NA,NA,sw2479.mrg,sw_1231,F,1956,MIXED,3, so now they're a year older and i my daughter's eleven going to be eleven this summer and my son will be nine and a half,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,228.263625,236.897,my son,son,be,NA,NA,"(S
  (NP-SBJ-1 (PRP$ my) (NN daughter))
  (VP
    (BES 's)
    (EDITED
      (RM (-DFL- \[))
      (NP-PRD (CD eleven))
      (, ,)
      (IP (-DFL- \+)))
    (VP
      (VBG going)
      (S
        (NP-SBJ (-NONE- *-1))
        (VP
          (TO to)
          (VP
            (VB be)
            (NP-PRD (CD eleven))
            (RS (-DFL- \]))
            (NP-TMP (DT this) (NN summer)))))))
  (-DFL- E_S))"
will,2,x,u,n,s,t,n,e,10,6,3,NA,NP,NA,1.15,NA,NA,sw4174.mrg,sw_1531,M,1967,NORTHERN,2, the the you know it tends to be a very conservative school and there and there doesn't tend to be the diversity of views that a lot of you know universities will will have,interjected 'you know',NA,NA,LM,SWB,1991,firstpass,NA,NA,152.036625,161.279,a lot of you know universities,unversities,have,"(NP-SBJ
  (NP (DT a) (NN lot))
  (PP
    (IN of)
    (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,))
    (NP (NNS universities))))",7,"(S
  (EDITED
    (RM (-DFL- \[))
    (CC and)
    (NP-SBJ (EX there))
    (, ,)
    (IP (-DFL- \+)))
  (CC and)
  (NP-SBJ-1 (EX there))
  (RS (-DFL- \]))
  (VP
    (VBZ does)
    (RB n't)
    (VP
      (VB seem)
      (S
        (NP-SBJ (-NONE- *-1))
        (VP
          (TO to)
          (VP
            (VB be)
            (NP-PRD
              (NP (DT the) (NN diversity))
              (PP (IN of) (NP (NNS views)))
              (SBAR
                (WHNP-2 (WDT that))
                (S
                  (NP-SBJ
                    (NP (DT a) (NN lot))
                    (PP
                      (IN of)
                      (PRN
                        (, ,)
                        (S (NP-SBJ (PRP you)) (VP (VBP know)))
                        (, ,))
                      (NP (NNS universities))))
                  (EDITED
                    (RM (-DFL- \[))
                    (VP-UNF (MD will))
                    (, ,)
                    (IP (-DFL- \+)))
                  (VP
                    (MD will)
                    (RS (-DFL- \]))
                    (VP (VB have) (NP (-NONE- *T*-2))))))))))))
  (. .)
  (-DFL- E_S))"
will,2,x,m,n,n,t,n,e,9,7,2,NA,NP,NA,1.70025,NA,NA,sw4154.mrg,sw_1531,M,1967,NORTHERN,2, the um end of the Soviet Union will definitely have it's effect on on the situation,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,15.354125,20.8895,the um end of the Soviet Union,Union,definitely,"(NP-SBJ
  (NP (DT the) (, ,) (RS (-DFL- \])) (INTJ (UH um)) (, ,) (NN end))
  (PP (IN of) (NP (DT the) (NNP Soviet) (NNP Union))))",5,"(S
  (CC and)
  (NP-SBJ (PRP I))
  (VP
    (VBP think)
    (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,))
    (SBAR
      (-NONE- 0)
      (S
        (EDITED
          (RM (-DFL- \[))
          (NP-SBJ-UNF (DT the))
          (, ,)
          (IP (-DFL- \+)))
        (NP-SBJ
          (NP
            (DT the)
            (, ,)
            (RS (-DFL- \]))
            (INTJ (UH um))
            (, ,)
            (NN end))
          (PP (IN of) (NP (DT the) (NNP Soviet) (NNP Union))))
        (VP
          (MD will)
          (ADVP (RB definitely))
          (VP
            (VB have)
            (NP
              (NP (PRP$ its) (NN effect))
              (EDITED
                (RM (-DFL- \[))
                (PP-UNF (IN on))
                (, ,)
                (IP (-DFL- \+)))
              (PP
                (IN on)
                (RS (-DFL- \]))
                (NP (DT the) (NN situation)))))))))
  (. .)
  (-DFL- E_S))"
will,2,x,m,n,t,t,n,m,2,2,1,NA,NP,NA,0.83825,NA,NA,sw3219.mrg,sw_1368,M,1935,NORTHERN,3, the wind will take away a lot of body heat,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,112.92225,116.9745,the wind,wind,take,(NP-SBJ (DT The) (NN wind)),3,"(S
  (NP-SBJ (DT The) (NN wind))
  (VP
    (MD will)
    (VP
      (VB take)
      (ADVP (RB away))
      (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN body) (NN heat))))))
  (. .)
  (-DFL- E_S))"
will,2,x,m,n,n,k,n,m,4,3,1,NA,NP,NA,1.9075,NA,NA,sw3917.mrg,sw_1498,F,1937,NORTH MIDLAND,2,[LM: the ethnic] thing will be you know is a good thing now they're moving them up and they're sharp and they,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,131.219375,137.49725,the ethnic thing,thing,be,(NP-SBJ (DT the) (JJ ethnic) (NN thing)),3,"(S
  (CC and)
  (NP-SBJ (DT the) (JJ ethnic) (NN thing))
  (EDITED
    (RM (-DFL- \[))
    (VP (MD will) (VP-UNF (VB be)))
    (, ,)
    (IP (-DFL- \+)))
  (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,))
  (VP
    (VBZ is)
    (RS (-DFL- \]))
    (NP-PRD (DT a) (JJ good) (NN thing))
    (ADVP-TMP (RB now)))
  (. .)
  (-DFL- E_S))"
